RecNum,EQID,EQName,Year,MoDay,StationName,StaSeqNum,StaID,M,Dip,Rake,Ztor,W,Rjb,Rrup,Azimuth,Vs30,VsFlag,Z1.0,Z1.5,Z2.5,PGA,PGV,PGD,T0.010S,T0.020S,T0.030S,T0.040S,T0.050S,T0.075S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.750S,T1.000S,T1.500S,T2.000S,T3.000S,T4.000S,T5.000S,T7.500S,T10.000S
539,101,N. Palm Springs,1986,708,Temecula - 6th & Mercedes,277,13172,6.06,46,150,4,13.305,64.68,64.8,-71.4,370.789,0,NA,NA,NA,0.105625,5.14157,0.651356,0.105672,0.106648,0.108406,0.111098,0.107468,0.123893,0.181951,0.210849,0.296742,0.354042,0.419231,0.179349,0.106578,0.0631274,0.06866963,0.02292939,0.0160334,0.008237549,0.003019179,0.001317304,0.000524075,0.000283584
540,101,N. Palm Springs,1986,708,Whitewater Trout Farm,224,5072,6.06,46,150,4,13.305,0,6.04,90,345.419,0,NA,NA,NA,0.602207,32.9118,4.85241,0.607752,0.624502,0.650292,0.697968,0.675906,0.761931,0.949532,1.41632,1.42019,1.35618,1.05805,1.17759,1.12659,0.419783,0.29015,0.110968,0.06470365,0.0249763,0.01414219,0.008740863,0.003537089,0.001971828
541,101,N. Palm Springs,1986,708,Winchester Bergman Ran,280,13199,6.06,46,150,4,13.305,48.92,49.08,-65.42,684.935,0,NA,NA,NA,0.08446725,1.8418,0.252535,0.08543487,0.09351835,0.130561,0.13094,0.136997,0.227533,0.272496,0.174395,0.098379,0.05524283,0.0712638,0.02763224,0.03185183,0.01283784,0.01508704,0.007140923,0.005922035,0.002837015,0.001470299,0.000871371,0.000215539,0.000111319
542,101,N. Palm Springs,1986,708,Winchester Page Bros R,281,13201,6.06,46,150,4,13.305,38.01,38.22,-64.32,338.539,0,NA,NA,NA,0.111593,4.18049,0.680681,0.111688,0.114479,0.122611,0.135421,0.125948,0.165387,0.222659,0.293581,0.272226,0.179566,0.228226,0.199042,0.112249,0.07156236,0.06603226,0.01483521,0.00709579,0.004330167,0.001835622,0.001139561,0.00057781,0.0003323
543,102,Chalfant Valley-01,1986,720,Benton,430,54100,5.77,90,20,2,6,24.25,24.33,-63.06,271.441,0,NA,NA,NA,0.05475785,2.55365,0.481947,0.05509364,0.05584865,0.05987564,0.07250585,0.07464442,0.113624,0.122257,0.169499,0.172455,0.132811,0.115263,0.08842994,0.105579,0.04610941,0.02375496,0.02002888,0.01275333,0.006728584,0.002838822,0.001375055,0.000504652,0.000231135
544,102,Chalfant Valley-01,1986,720,Bishop - LADWP South St,432,54171,5.77,90,20,2,6,23.38,23.47,116.5,271.441,0,NA,NA,NA,0.110541,8.56768,2.69439,0.110668,0.111403,0.112642,0.114558,0.116255,0.133601,0.170865,0.298073,0.214857,0.33821,0.240667,0.169358,0.172675,0.120621,0.126987,0.08904985,0.04192539,0.03838302,0.01653708,0.009712968,0.00321521,0.001497158
545,102,Chalfant Valley-01,1986,720,Bishop - Paradise Lodge,437,54424,5.77,90,20,2,6,14.99,15.13,-175.17,345.419,0,NA,NA,NA,0.07409383,4.51896,1.13297,0.07413571,0.07513438,0.08192044,0.09870032,0.151294,0.168882,0.150854,0.201278,0.107789,0.08267876,0.0749577,0.07113049,0.06831097,0.06532576,0.05721321,0.02914961,0.01386053,0.008563818,0.008378583,0.005870592,0.001678679,0.000621005
546,102,Chalfant Valley-01,1986,720,Lake Crowley - Shehorn Res.,439,54T03,5.77,90,20,2,6,24.37,24.45,-138.3,338.539,0,NA,NA,NA,0.04042323,1.97567,0.532853,0.04053642,0.04099232,0.04194953,0.04688724,0.05163927,0.05908008,0.08883645,0.09290352,0.133737,0.12554,0.0965495,0.0429763,0.04590211,0.02780343,0.01497983,0.01150694,0.01039453,0.004266781,0.003237905,0.002543935,0.000676192,0.000304672
547,102,Chalfant Valley-01,1986,720,Zack Brothers Ranch,438,54428,5.77,90,20,2,6,6.07,6.39,-43.47,271.441,0,NA,NA,NA,0.238228,18.6342,4.54087,0.238246,0.242473,0.255137,0.283984,0.319668,0.367729,0.479517,0.566976,0.41121,0.49015,0.591597,0.716178,0.634199,0.256582,0.139643,0.08342189,0.04952756,0.0226523,0.02554493,0.02081704,0.006418896,0.002581836
548,103,Chalfant Valley-02,1986,721,Benton,430,54100,6.19,55,-163,4,7.99333,21.55,21.92,-152.86,271.441,0,NA,NA,NA,0.192571,14.526,3.04154,0.192752,0.196334,0.20416,0.220459,0.251328,0.347113,0.389439,0.565494,0.522099,0.417136,0.337499,0.291308,0.315444,0.218818,0.247905,0.108773,0.07484595,0.02570205,0.01382848,0.007886303,0.002773974,0.001588878
549,103,Chalfant Valley-02,1986,721,Bishop - LADWP South St,432,54171,6.19,55,-163,4,7.99333,14.38,17.17,41.5,271.441,0,NA,NA,NA,0.205818,19.3199,6.97198,0.206046,0.207068,0.208345,0.229668,0.229242,0.268993,0.347427,0.427979,0.641203,0.74807,0.519878,0.518165,0.471172,0.309596,0.232664,0.120318,0.06638091,0.06798022,0.04087513,0.02798379,0.008589315,0.003926474
550,103,Chalfant Valley-02,1986,721,Bishop - Paradise Lodge,437,54424,6.19,55,-163,4,7.99333,14.97,18.31,90,345.419,0,NA,NA,NA,0.147239,8.96091,2.49775,0.147609,0.150697,0.160781,0.20699,0.391135,0.350265,0.289736,0.458811,0.309377,0.163679,0.124654,0.116903,0.09506068,0.05685633,0.05177956,0.06417711,0.04928137,0.02633975,0.01324752,0.008307187,0.003427011,0.001675118
551,103,Chalfant Valley-02,1986,721,Convict Creek,429,54099,6.19,55,-163,4,7.99333,29.35,31.19,120.01,338.539,0,NA,NA,NA,0.06352679,3.78966,1.25598,0.06359842,0.06429744,0.06465729,0.0730876,0.07351342,0.13138,0.141039,0.148677,0.14519,0.145744,0.148641,0.125446,0.112474,0.05547924,0.04577931,0.0352424,0.03177581,0.009201353,0.004921928,0.003031529,0.001225237,0.000882513
552,103,Chalfant Valley-02,1986,721,Lake Crowley - Shehorn Res.,439,54T03,6.19,55,-163,4,7.99333,22.08,24.47,106.47,338.539,0,NA,NA,NA,0.123036,5.86471,1.14375,0.123324,0.124641,0.128584,0.136245,0.138551,0.176355,0.19751,0.236689,0.374266,0.348495,0.387391,0.198877,0.195813,0.05889075,0.02957532,0.02549961,0.01443144,0.007861129,0.005077329,0.003206675,0.001175382,0.000608698
553,103,Chalfant Valley-02,1986,721,Long Valley Dam (Downst),433,54214,6.19,55,-163,4,7.99333,18.3,21.12,111.54,345.419,0,NA,NA,NA,0.07474606,5.96482,2.22133,0.07486415,0.07562904,0.0755346,0.08496387,0.0976734,0.101385,0.133288,0.145649,0.152475,0.210831,0.194476,0.132915,0.09692509,0.04740617,0.05026251,0.07130963,0.03330359,0.0146052,0.01529895,0.007594474,0.002759382,0.001328034
555,103,Chalfant Valley-02,1986,721,Mammoth Lakes Sheriff Subst.,440,54T04,6.19,55,-163,4,7.99333,34.91,36.47,124.29,345.419,0,NA,NA,NA,0.0499073,2.93925,0.464783,0.04991677,0.05012502,0.05045175,0.05092697,0.05276299,0.05957221,0.05953396,0.08088561,0.08447611,0.155702,0.151855,0.13271,0.08342753,0.02999767,0.01857011,0.01347198,0.008022914,0.004488448,0.002714501,0.001583845,0.000487334,0.000257177
556,103,Chalfant Valley-02,1986,721,McGee Creek - Surface,193,1661,6.19,55,-163,4,7.99333,28.2,30.11,107.26,359.23,1,NA,NA,NA,0.07600962,2.34892,0.768413,0.07721893,0.09537766,0.143809,0.193282,0.217893,0.210984,0.213638,0.175014,0.191857,0.204772,0.116132,0.06551755,0.04863197,0.01447666,0.0126921,0.008672212,0.006513717,0.003823429,0.002914461,0.002082944,0.001549638,0.000725707
557,103,Chalfant Valley-02,1986,721,Tinemaha Res. Free Field,431,54101,6.19,55,-163,4,7.99333,50.92,51.98,18.66,345.419,0,NA,NA,NA,0.03869769,4.60534,0.898126,0.03877084,0.03922635,0.0408376,0.0400869,0.04757218,0.05727646,0.05389448,0.06810714,0.09164871,0.07567649,0.07794266,0.118976,0.106223,0.08496771,0.04620637,0.03414625,0.01992139,0.01024835,0.003930201,0.002527527,0.001013076,0.000480101
558,103,Chalfant Valley-02,1986,721,Zack Brothers Ranch,438,54428,6.19,55,-163,4,7.99333,6.44,7.58,-97.75,271.441,0,NA,NA,NA,0.424612,41.3948,7.69652,0.424899,0.427947,0.438265,0.461026,0.528922,0.683941,0.730238,0.872615,1.21269,1.02499,1.14898,1.0344,0.949382,1.05777,0.520934,0.29248,0.121012,0.05125874,0.0349873,0.02681794,0.007145701,0.003683446
568,108,San Salvador,1986,1010,Geotech Investig Center,723,99999,5.8,85,0,5.9,7,2.14,6.3,-34.89,545,0,NA,NA,NA,0.649316,47.3562,12.0607,0.651163,0.6562,0.666886,0.673675,0.687836,0.761044,0.902555,0.996975,1.27122,1.47832,1.61407,1.04245,1.22843,1.11529,0.55187,0.393462,0.279813,0.09077267,0.03924794,0.02376738,0.009628889,0.005173625
569,108,San Salvador,1986,1010,National Geografical Inst,912,99999,5.8,85,0,5.9,7,3.71,6.99,-26.98,350,0,NA,NA,NA,0.490477,62.83,12.8117,0.491167,0.493862,0.504237,0.509676,0.515162,0.562215,0.644366,0.739396,0.657725,0.741949,0.768972,1.07885,1.10335,1.06321,0.794386,0.356784,0.21547,0.09153603,0.03828019,0.02339775,0.009668321,0.005217159
586,111,New Zealand-02,1987,302,Maraenui Primary School,903,113A,6.6,39,-110,0,10.2,68.74,68.74,-154.25,424.8,0,NA,NA,NA,0.0364471,1.8292,0.201777,0.03691507,0.03725516,0.03793098,0.03868291,0.03930622,0.04057737,0.04609342,0.07644547,0.127506,0.115999,0.08235092,0.08928084,0.06320442,0.02767202,0.0262743,0.006362312,0.003861062,0.00159844,0.000877025,0.000456156,0.000159556,8.58E-05
587,111,New Zealand-02,1987,302,Matahina Dam,905,99999,6.6,39,-110,0,10.2,16.09,16.09,-90,424.8,0,NA,NA,NA,0.292571,21.0708,4.59738,0.296222,0.299432,0.299299,0.314801,0.312321,0.391953,0.456981,0.693863,0.539369,0.607279,0.531334,0.780417,0.783763,0.241491,0.218715,0.132978,0.08272152,0.05152971,0.02658898,0.016906,0.004565486,0.002231726
589,113,Whittier Narrows-01,1987,1001,Alhambra - Fremont School,342,24461,5.99,30,150,14.5,6,1.67,14.66,38.53,550,0,15.1,15.1,2892,0.388016,18.5473,2.15694,0.391167,0.396987,0.423193,0.439338,0.426399,0.567764,0.800314,1.06053,0.8194,0.91491,0.567443,0.718605,0.340682,0.34737,0.237962,0.109722,0.04841619,0.01482917,0.006808116,0.003931862,0.001608399,0.000885539
590,113,Whittier Narrows-01,1987,1001,Altadena - Eaton Canyon,339,24402,5.99,30,150,14.5,6,8.72,19.52,90,370.789,0,150,306,320,0.219949,8.9691,0.867125,0.220226,0.22407,0.226527,0.246206,0.295318,0.46796,0.470993,0.473185,0.537979,0.426372,0.537658,0.315354,0.289155,0.182122,0.09637533,0.03585679,0.02407345,0.005866544,0.002783233,0.001612481,0.000652067,0.000356658
591,113,Whittier Narrows-01,1987,1001,Anaheim - W Ball Rd,581,90088,5.99,30,150,14.5,6,25.81,29.6,-115.99,234.88254,0,917,1889,3091,0.05927746,4.45471,0.910943,0.0602359,0.06090294,0.06152443,0.06238507,0.06306482,0.08941457,0.130952,0.157956,0.146843,0.215483,0.184394,0.12548,0.09972292,0.0466254,0.04883013,0.01967454,0.01178698,0.009020398,0.005784808,0.002369231,0.000933338,0.000417537
592,113,Whittier Narrows-01,1987,1001,Arcadia - Campus Dr,585,90093,5.99,30,150,14.5,6,4.53,17.42,90,367.53,1,196,506,2040,0.264901,13.3672,1.88326,0.267132,0.269152,0.278867,0.276143,0.276843,0.368774,0.482036,0.653823,0.640793,0.858341,0.842078,0.48292,0.380849,0.184615,0.124791,0.06185802,0.03274437,0.01626178,0.008835525,0.004407158,0.001581289,0.000829
593,113,Whittier Narrows-01,1987,1001,Arleta - Nordhoff Fire Sta,315,24087,5.99,30,150,14.5,6,32.56,36.97,25.73,297.71,1,740,2040,3182,0.09373048,5.13693,0.689925,0.09374391,0.09487374,0.09593138,0.10274,0.118902,0.129412,0.176293,0.212598,0.299468,0.181772,0.230878,0.195004,0.178089,0.09197311,0.05698239,0.02774419,0.01479557,0.004295913,0.001953105,0.001184234,0.000508918,0.000283057
594,113,Whittier Narrows-01,1987,1001,Baldwin Park - N Holly,563,90069,5.99,30,150,14.5,6,4.34,16.72,116.57,308.64509,0,564,1160,2840,0.101577,5.92979,1.35075,0.102977,0.103683,0.108056,0.106068,0.126409,0.191405,0.286244,0.234539,0.233676,0.194576,0.207248,0.277844,0.112201,0.08677898,0.08002548,0.04267724,0.01571712,0.01219067,0.006670025,0.004133185,0.001574131,0.000712121
595,113,Whittier Narrows-01,1987,1001,Bell Gardens - Jaboneria,586,90094,5.99,30,150,14.5,6,10.31,17.79,-87.88,308.64509,0,1164,2428,5031,0.254721,19.8674,4.03561,0.256747,0.25855,0.256269,0.259558,0.279385,0.318709,0.420385,0.556813,0.476017,0.501595,0.379173,0.379049,0.580531,0.476969,0.268503,0.08970673,0.04165846,0.02205639,0.0143536,0.008754779,0.003162711,0.001608346
596,113,Whittier Narrows-01,1987,1001,Beverly Hills - 12520 Mulhol,523,90014,5.99,30,150,14.5,6,25.91,29.9,7.8,545.66,1,87,248,320,0.112568,5.71959,0.493962,0.113454,0.114506,0.115067,0.114333,0.11668,0.168054,0.199299,0.248334,0.290987,0.286435,0.297579,0.196417,0.180892,0.06259897,0.03805318,0.02146063,0.00746368,0.002712642,0.001553389,0.000889273,0.000362169,0.000200488
597,113,Whittier Narrows-01,1987,1001,Beverly Hills - 14145 Mulhol,522,90013,5.99,30,150,14.5,6,29.09,32.7,6.98,355.81,1,139,299,1040,0.108278,7.7552,0.694504,0.109056,0.110106,0.109065,0.108971,0.109074,0.11805,0.131925,0.155941,0.191641,0.227497,0.250199,0.365644,0.309483,0.122511,0.06142726,0.03330958,0.01148671,0.003359413,0.001923745,0.001212396,0.000512169,0.000283278
598,113,Whittier Narrows-01,1987,1001,"Big Tujunga, Angeles Nat F",556,90061,5.99,30,150,14.5,6,22.5,28.5,62.08,445.98306,0,30,63,320,0.14904,4.65971,0.52252,0.151908,0.152134,0.157761,0.170584,0.173563,0.232527,0.342577,0.386396,0.453177,0.209612,0.185183,0.114823,0.115079,0.05912215,0.02343446,0.01535702,0.005709063,0.003718875,0.001811042,0.000929165,0.000360216,0.000209742
600,113,Whittier Narrows-01,1987,1001,Brea Dam (Downstream),116,951,5.99,30,150,14.5,6,19.11,23.99,-129.18,370.789,0,860,1772,3292,0.231438,10.4504,0.560481,0.232832,0.235356,0.241669,0.25448,0.264396,0.336065,0.351169,0.521659,0.848987,0.590501,0.561895,0.313723,0.239753,0.07742691,0.03857848,0.01679441,0.007762843,0.002546086,0.001384017,0.00088982,0.0003983,0.000226527
602,113,Whittier Narrows-01,1987,1001,Burbank - N Buena Vista,521,90012,5.99,30,150,14.5,6,20.37,26.34,24.75,271.441,0,300,640,1000,0.189983,12.7283,1.40158,0.194391,0.196693,0.216212,0.20555,0.219716,0.321637,0.329593,0.392164,0.510909,0.540816,0.592471,0.450548,0.371026,0.178488,0.108617,0.04675891,0.03554872,0.01148429,0.004732537,0.00311609,0.001216804,0.000619982
603,113,Whittier Narrows-01,1987,1001,Calabasas - N Las Virg,547,90052,5.99,30,150,14.5,6,52.76,54.74,1.67,338.539,0,137,270,2710,0.03613541,1.60207,0.242246,0.03689066,0.0371809,0.03892463,0.03838652,0.03962268,0.04735579,0.07943055,0.110091,0.09153715,0.105197,0.09763494,0.05487742,0.04943965,0.03644475,0.01697671,0.009678528,0.004994756,0.002245309,0.001283859,0.000745617,0.000293139,0.000168557
604,113,Whittier Narrows-01,1987,1001,Canoga Park - Topanga Can,548,90053,5.99,30,150,14.5,6,45.98,48.96,12.01,267.49,1,462,638,2834,0.13973,8.62543,1.03829,0.142686,0.144325,0.142286,0.141243,0.14876,0.177879,0.220875,0.289687,0.291291,0.367729,0.573858,0.251037,0.221808,0.09378589,0.05551422,0.02894244,0.01552146,0.004389596,0.003393067,0.002874774,0.001668803,0.00057432
605,113,Whittier Narrows-01,1987,1001,Canyon Country - W Lost Cany,552,90057,5.99,30,150,14.5,6,44.88,48.18,46.58,308.64509,0,150,319,1760,0.103706,6.78783,0.611905,0.10491,0.106094,0.106474,0.115687,0.107619,0.122302,0.155404,0.211653,0.161408,0.242089,0.304396,0.296057,0.228462,0.08036091,0.04010704,0.01732775,0.007461574,0.004078692,0.002030337,0.001082933,0.000448385,0.000251153
607,113,Whittier Narrows-01,1987,1001,Carson - Catskill Ave,538,90040,5.99,30,150,14.5,6,29.85,33.19,-75.17,361.1677,0,635,1320,4245,0.05164956,3.05268,0.501103,0.05241655,0.05284849,0.05753016,0.05574231,0.06612536,0.08408216,0.148498,0.168756,0.08904782,0.122601,0.08499053,0.08033437,0.09598978,0.09912057,0.04958951,0.01724108,0.008615998,0.005256366,0.003215075,0.001658069,0.000478039,0.000220165
609,113,Whittier Narrows-01,1987,1001,Castaic - Hasley Canyon,322,24277,5.99,30,150,14.5,6,62.56,64.96,33.62,438.339,0,NA,NA,NA,0.03840949,2.33991,0.277398,0.03847361,0.03867208,0.03893446,0.03944974,0.04054129,0.0435714,0.05551134,0.08022729,0.110307,0.109219,0.08003613,0.109291,0.08323388,0.05605365,0.0267668,0.01395462,0.005958453,0.001740492,0.000800492,0.000483106,0.00020438,0.000113731
610,113,Whittier Narrows-01,1987,1001,Castaic - Old Ridge Route,323,24278,5.99,30,150,14.5,6,70.04,72.19,40.68,450.28,1,147,317,1520,0.06667162,4.50844,0.390779,0.06671045,0.06694734,0.0674656,0.06797499,0.06898212,0.0753425,0.08073579,0.140845,0.176691,0.193015,0.194569,0.174626,0.184596,0.102346,0.04189714,0.009516196,0.004437634,0.001829829,0.001008481,0.000639624,0.000280917,0.000157055
611,113,Whittier Narrows-01,1987,1001,Compton - Castlegate St,571,90078,5.99,30,150,14.5,6,18.32,23.37,-81.94,308.64509,0,1258,2611,5759,0.330623,20.9226,3.55284,0.333994,0.336277,0.345924,0.338964,0.368279,0.476172,0.524602,0.821369,0.533189,0.717319,0.562672,0.447578,0.502536,0.44086,0.287588,0.08844046,0.03320801,0.0191914,0.01308872,0.00606422,0.003048214,0.00139679
612,113,Whittier Narrows-01,1987,1001,Covina - S Grand Ave,562,90068,5.99,30,150,14.5,6,13.58,20.91,153.63,405.1889,0,180,320,1640,0.07128362,4.7256,0.750657,0.07253719,0.07316378,0.0769425,0.07651702,0.07668313,0.167289,0.150846,0.141533,0.128324,0.145703,0.232843,0.193934,0.138787,0.07526337,0.07868306,0.02837375,0.01429894,0.004794474,0.002575079,0.001463116,0.000588516,0.000317617
613,113,Whittier Narrows-01,1987,1001,Covina - W Badillo,564,90070,5.99,30,150,14.5,6,9.49,18.59,143.24,271.441,0,308,610,2440,0.107245,6.60301,1.07072,0.109348,0.110178,0.114862,0.110984,0.117318,0.141508,0.151933,0.237577,0.238579,0.264528,0.267103,0.335935,0.17676,0.06745116,0.07021285,0.03501301,0.0162404,0.007117243,0.004066365,0.002155104,0.000819523,0.000449105
614,113,Whittier Narrows-01,1987,1001,Downey - Birchdale,572,90079,5.99,30,150,14.5,6,14.9,20.79,-90,245.06,1,1249,2600,5606,0.298475,27.2905,3.67615,0.300502,0.303045,0.310021,0.302608,0.319268,0.425997,0.548212,0.820245,0.625245,0.572873,0.726995,0.644734,0.640855,0.535999,0.275069,0.08254497,0.04484044,0.02776941,0.01344657,0.007471382,0.00299063,0.001563939
615,113,Whittier Narrows-01,1987,1001,Downey - Co Maint Bldg,288,14368,5.99,30,150,14.5,6,14.95,20.82,-88.42,271.9,1,1324,2760,6091,0.177915,20.2971,2.81563,0.178095,0.179564,0.184158,0.197833,0.20356,0.288571,0.348859,0.382698,0.402853,0.435437,0.40109,0.296517,0.360389,0.443821,0.258765,0.08793645,0.04096419,0.02105246,0.01188002,0.005873733,0.002263815,0.001218501
616,113,Whittier Narrows-01,1987,1001,El Monte - Fairview Av,560,90066,5.99,30,150,14.5,6,0.75,15.67,90,308.64509,0,553,1160,3040,0.188665,10.7914,2.30681,0.191963,0.194203,0.203286,0.198368,0.201054,0.288322,0.47827,0.448074,0.468931,0.643759,0.682573,0.401151,0.322567,0.20823,0.143776,0.05636351,0.0410251,0.02135482,0.01044083,0.007389017,0.002545722,0.001103187
617,113,Whittier Narrows-01,1987,1001,Featherly Park - Maint,274,13122,5.99,30,150,14.5,6,35.04,37.92,-157.22,308.64509,0,0,0,0,0.08738694,4.80156,0.320371,0.08747683,0.0881063,0.08907349,0.09107358,0.09437729,0.114588,0.117028,0.169432,0.261547,0.244978,0.364693,0.19612,0.165913,0.05476052,0.02550003,0.007115732,0.003425813,0.001476387,0.000819889,0.000521269,0.000230124,0.000129348
618,113,Whittier Narrows-01,1987,1001,Fountain Valley - Euclid,511,90002,5.99,30,150,14.5,6,36.69,39.45,-113.27,270.19,0,797,1640,3014,0.06693093,4.81153,1.14877,0.06826793,0.06854872,0.06834969,0.06941312,0.0734712,0.0937001,0.120554,0.156456,0.211919,0.151739,0.130272,0.106897,0.09916276,0.06109298,0.04734995,0.02447722,0.02294794,0.01184586,0.005648983,0.003093824,0.000982151,0.00052003
620,113,Whittier Narrows-01,1987,1001,Glendale - Las Palmas,558,90063,5.99,30,150,14.5,6,14.68,22.82,51.14,445.98306,0,89,250,320,0.233113,11.637,1.20199,0.235851,0.236626,0.246672,0.241058,0.274519,0.364039,0.469639,0.59728,0.571527,0.518868,0.408555,0.339618,0.356076,0.210215,0.07563448,0.03142415,0.01574077,0.006587347,0.003768831,0.002198675,0.000929351,0.000507482
621,113,Whittier Narrows-01,1987,1001,Glendora - N Oakbank,559,90065,5.99,30,150,14.5,6,13.67,22.11,130.97,445.98306,0,213,1156,1200,0.09615388,4.44791,0.726801,0.09829295,0.09861332,0.0973737,0.101827,0.11488,0.185365,0.252037,0.286865,0.264462,0.235835,0.242934,0.129934,0.142339,0.06406458,0.05890135,0.02571668,0.01131197,0.006444164,0.003556401,0.00183853,0.000635458,0.000328336
622,113,Whittier Narrows-01,1987,1001,Hacienda Heights - Colima,567,90073,5.99,30,150,14.5,6,9.6,17.39,-154.62,337,1,320,692,2884,0.189678,7.1891,0.710245,0.1937,0.193992,0.205302,0.206572,0.218753,0.383021,0.489966,0.496351,0.343894,0.429605,0.420267,0.226873,0.148186,0.08524686,0.04688492,0.02356034,0.0144381,0.006343454,0.003231495,0.001717707,0.000574627,0.000308639
623,113,Whittier Narrows-01,1987,1001,Hemet Fire Station,272,12331,5.99,30,150,14.5,6,102.89,103.9,-170.66,338.539,0,NA,NA,NA,0.03767131,1.46167,0.12303,0.03785066,0.03885251,0.04047345,0.04736073,0.05430947,0.08750596,0.14125,0.0937887,0.09054856,0.05592238,0.05803292,0.03748798,0.03807357,0.02114196,0.01627003,0.004936157,0.00172466,0.000607211,0.000325181,0.000205635,8.93E-05,4.89E-05
624,113,Whittier Narrows-01,1987,1001,Huntington Beach - Lake St,278,13197,5.99,30,150,14.5,6,42.16,44.58,-103.9,370.789,0,NA,1200,NA,0.04659085,2.55085,0.871278,0.04666264,0.04785183,0.05053912,0.0525993,0.06232022,0.101292,0.126968,0.111665,0.123232,0.113889,0.109403,0.06909549,0.06004005,0.03067313,0.02278448,0.01574091,0.01470556,0.00908048,0.005176403,0.003189295,0.000808309,0.000428825
625,113,Whittier Narrows-01,1987,1001,Inglewood - Union Oil,285,14196,5.99,30,150,14.5,6,21.41,25.86,-61.44,316.02,1,870,1800,3549,0.263324,14.3624,1.34063,0.263399,0.267941,0.293176,0.321282,0.364907,0.557715,0.631023,0.77363,0.544672,0.484706,0.376953,0.223443,0.371484,0.291741,0.156045,0.04291555,0.01647486,0.007009347,0.004171347,0.002478922,0.001021983,0.000557266
626,113,Whittier Narrows-01,1987,1001,LA - 116th St School,290,14403,5.99,30,150,14.5,6,18.23,23.29,-60.54,301,1,1109,2327,4852,0.340791,18.8292,1.79552,0.342092,0.346459,0.355005,0.360806,0.399336,0.5125,0.750723,0.900879,1.06093,0.627792,0.540007,0.427372,0.42547,0.398735,0.197735,0.06328839,0.03153727,0.01220497,0.01246656,0.004703668,0.001372411,0.000743962
627,113,Whittier Narrows-01,1987,1001,LA - Baldwin Hills,318,24157,5.99,30,150,14.5,6,21.51,25.94,-23.85,297.07,1,522,1630,3350,0.150329,8.35922,1.00592,0.150443,0.153588,0.162339,0.181547,0.194597,0.287913,0.320079,0.388274,0.412207,0.376947,0.362307,0.280157,0.219225,0.158566,0.100004,0.03994219,0.01752176,0.007590358,0.003034179,0.001851119,0.000746215,0.000413733
628,113,Whittier Narrows-01,1987,1001,LA - Centinela St,549,90054,5.99,30,150,14.5,6,28,31.53,-22.41,234.88254,0,870,1808,2804,0.05227141,2.73387,0.420389,0.052967,0.05308933,0.05644631,0.05887943,0.06649669,0.107275,0.171586,0.140345,0.139238,0.08891955,0.05982808,0.07130785,0.07671188,0.04269166,0.02555598,0.01447297,0.014996,0.004360976,0.00245687,0.001285772,0.000388091,0.00019229
629,113,Whittier Narrows-01,1987,1001,LA - Century City CC North,333,24389,5.99,30,150,14.5,6,26.14,29.89,-8.08,277.98,1,485,1057,3267,0.08679517,4.10788,0.534331,0.08696806,0.08777834,0.093339,0.107902,0.137495,0.20804,0.246646,0.234992,0.344838,0.195153,0.173817,0.167229,0.152888,0.07212938,0.04985282,0.02908072,0.01042766,0.003530576,0.001473043,0.000885005,0.00039062,0.000218435
630,113,Whittier Narrows-01,1987,1001,LA - Century City CC South,334,24390,5.99,30,150,14.5,6,25.95,29.73,-8.31,277.98,1,507,1080,3280,0.06116296,4.25469,0.67402,0.0613043,0.06196087,0.06393726,0.06730972,0.07683671,0.11279,0.141855,0.172089,0.195978,0.125422,0.111222,0.119858,0.122305,0.09218651,0.05832894,0.03149917,0.01429072,0.006628961,0.002957869,0.001605044,0.000575982,0.000305466
631,113,Whittier Narrows-01,1987,1001,LA - Chalon Rd,524,90015,5.99,30,150,14.5,6,32.11,35.23,-3.82,740.05,1,12.7,304,320,0.03064247,1.79993,0.178408,0.0308629,0.03104177,0.03078555,0.0309745,0.03419773,0.03868683,0.04473421,0.05105513,0.06219586,0.06250018,0.09201212,0.07198773,0.04693938,0.03041212,0.01783513,0.005539519,0.002519121,0.001033426,0.000507029,0.000343199,0.000130906,7.28E-05
632,113,Whittier Narrows-01,1987,1001,LA - Cypress Ave,535,90033,5.99,30,150,14.5,6,8.56,16.97,14.17,445.98306,0,212,580,2450,0.137431,7.96723,1.1254,0.138738,0.139371,0.153522,0.154519,0.164888,0.224243,0.288133,0.358983,0.240972,0.274112,0.233029,0.208304,0.212164,0.14497,0.143373,0.05891177,0.0258575,0.008738481,0.003983025,0.002317835,0.000968499,0.000505739
634,113,Whittier Narrows-01,1987,1001,LA - Fletcher Dr,536,90034,5.99,30,150,14.5,6,11.07,18.86,23.32,445.98306,0,325,500,760,0.188061,15.3555,1.66015,0.190564,0.191979,0.208429,0.19935,0.211375,0.310674,0.371305,0.689299,0.609995,0.440409,0.442567,0.405511,0.479334,0.244556,0.213129,0.09951478,0.03874443,0.01244888,0.005735537,0.003175683,0.001513605,0.00076739
635,113,Whittier Narrows-01,1987,1001,LA - Hollywood Stor FF,326,24303,5.99,30,150,14.5,6,19.22,24.08,1.58,316.46,1,320,600,2169,0.168144,7.83819,1.24092,0.168254,0.170819,0.174941,0.187268,0.212313,0.328777,0.528343,0.411878,0.401262,0.208303,0.212529,0.203184,0.199123,0.209095,0.105741,0.04171671,0.02756282,0.007296945,0.00367701,0.002259918,0.000922223,0.000508135
